PLC-Gesamt,RL100-Code,RL100-Langname,RL100-Kurzname,Typ-Kurz,Betriebszustand,Datum-Ab
,AHGLF,Helgoland Flughafen,Helgoland Flugh,NE-Tpp,Betrieb,20160301
,AHGLK,Helgoland (Südhafen) Katamaran,Helgoland Kat,Slst,Betrieb,19990427
,AHGLR,Helgoland (Reede),Helgoland(Reede),Slst,Betrieb,19990101
,AHGLS,Helgoland (Südhafen),Helgoland(Südhf),Slst,Betrieb,19990101
DE30055,AHGN,Hagen (Kr Stade),Hagen (Kr Stade),NE-Hp,Betrieb,20081214
,AHH,Hörnum (Sylt) Hafen,Hörnum(Sylt)Hf,Bush,Betrieb,19990101
,AHH M,Hörnum (Sylt) Mitte,Hörnum(Sylt)Mitt,Bush,Betrieb,19990101
,AHH N,Hörnum (Sylt) Nord,Hörnum(Sylt)Nord,Bush,Betrieb,19990101
,AHH S,Hörnum (Sylt),Hörnum (Sylt),Slst,Betrieb,19990101
,AHH T,Hörnum (Sylt) Steintal,Hörnum(Sylt)Sttl,Bush,Betrieb,19990101
,AHHO,Hallig Hooge,Hallig Hooge,Slst,Betrieb,19990101
DE21748,AHHW,Hamburg Holstenhofweg,Holstenhofweg,Hp,Planung,20201001
DE14670,AHI,Heide (Holst),Heide (Holst),Bf,Betrieb,20200401
DE14936,AHIF,Hittfeld,Hittfeld,Hp,Betrieb,20200401
DE25633,AHIH,Heide (Holst) Halligweg,Heide Halligw,Hp,Planung,20240701
DE25635,AHIK,Heide (Holst) Klaus-Harms-Straße,Heide K-H-S,Hp,Planung,20240701
DE25273,AHIN,Hindenburgdamm,Hindenburgdamm,Üst,Planung,20330101
,AHKM,Hamburger Kinderheim (Sylt),Hambger Kinderhm,Bush,Betrieb,19990101
DE14372,AHKS,Halstenbek,Halstenbek,Hp,Betrieb,20201001
DE30004,AHKU,Heidekultur,Heidekultur,NE-Bk,Betrieb,20131023
,AHLA,Hallig Langeneß,Hallig Langeneß,Slst,,20091001
DE60692,AHLF,Haslohfurth,Haslohfurth,NE-Hp,Betrieb,20221201
DE60691,AHLH,Hasloh,Hasloh,NE-Bf,Betrieb,20081214
DE15167,AHM,Husum,Husum,Bf,Betrieb,20200401
,AHM A,Husum Außenhafen,Husum Außenhafen,Bush,Betrieb,19990101
,AHM B,Husum Bahnhof,Husum Bahnhof,Bush,Betrieb,20010901
DE25644,AHM D,Husum Nord,Husum Nord,Bft,Planung,20240701
,AHM N,Husum Nordstrand,Husum Nordstrand,Slst,Betrieb,19990101
DE25645,AHM S,Husum Schobüller Straße,Husum Schobü,Bft,Planung,20240701
,AHM Z,Husum ZOB,Husum ZOB,Bush,Betrieb,19990101
DE25906,AHMQ,Husum Bedienstandort,Husum BSO,BSO,Planung,20251101
DE24939,AHMX,Husum ESTW-Z,Husum ESTW,BZ,Betrieb,20200401
DE25634,AHNS,Heiligenstedten,Heiligenstedten,Hp,Planung,20240701
DE14229,AHNU,Hademarschen,Hademarschen,Hp,Betrieb,20081214
DE14417,AHO,Hamburg Unterelbe Seehafen,Hmb U-elbe See,Bft,Betrieb,20200401
DE14943,AHOD,Hochdonn,Hochdonn,Üst,Betrieb,20200401
DE15100,AHOE,Hörn,Hörn,Abzw,Betrieb,20081214
DE30011,AHOF,Hesedorf,Hesedorf,NE-Bf,Betrieb,20081214
DE15107,AHOG,Horneburg,Horneburg,Bf,Betrieb,20200401
DE61141,AHOL,Hollenstedt,Hollenstedt,NE-Bf,a.B.,20090124
DE14456,AHOR,Hamburg-Horn,Horn,Abzw,Betrieb,20200401
DE81201,AHOS,Hamburg Hohe Schaar,Hmb Hohe Schaar,NE-Bft,Betrieb,20121209
DE81290,AHOSS,Hamburg Hohe Schaar Süd,Hmb H Schaar Süd,NE-Bft,Betrieb,20121209
DE15115,AHOT,Horst in Holstein,Horst in Holst,Hp,Betrieb,20200401
DE61429,AHOW,Hamburg Hörgensweg,Hörgensweg,NE-Hp,Betrieb,20250401
DE61942,AHPA,Hamburg Hafen,Hamburg Hafen,NE-Bf,Betrieb,20131023
DE60708,AHPD,Hepstedt,Hepstedt,NE-Bf,a.B.,20090124
DE14907,AHPF,Himmelpforten,Himmelpforten,Hp Üst,Betrieb,20141214
DE14395,AHPS,Hamburg Hochkamp,Hochkamp,Hp Bk,Betrieb,20201001
DE14451,AHRF,Hamburg-Harburg Rathaus,Harburg Rathaus,Bf,Betrieb,20201001
DE14479,AHRO,Hamburg-Rothenburgsort,Hmb-Rothburgsort,Bf,Betrieb,20200401
DE14483,AHROF,Hamburg-Rothenburgsort Tk,Hmb-Roth Tk,Bft,Betrieb,20081214
DE14481,AHROO,Hamburg-Rothenburgsort Ro,Hmb-Roth Ro,Bft,Betrieb,20081214
DE14482,AHROP,Hamburg-Rothenburgsort Rop,Hmb-Roth Rop,Bft,Betrieb,20081214
DE14448,AHRS,Hamburg-Harburg                 (S-Bahn),Harburg S-Bahn,Hp,Betrieb,20201001
DE24938,AHRX,Hamburg-Rothenburgsort ESTW-UZ,Hmb-Rothbgo ESTW,BZ,Betrieb,20200401
DE14394,AHS,Hamburg Hbf                     (S-Bahn),Hauptbahnhof SB,Bf,Betrieb,20201001
DE14392,AHSB,Hamburg Hasselbrook             (S-Bahn),Hasselbr S-Bahn,Bf,Betrieb,20201001
,AHSBQ,Hamburg Hasselbrook SBahn Bedienstandort,Hasselbr SB BSO,BSO,Planung,20240613
,AHSBQ,Hamburg Hasselbrook SBahn Bedienstandort,Hasselbr SB BSO,BSO,Betrieb,20280101
DE61148,AHSD,Harsefeld Süd,Harsefeld Süd,NE-Bf,Betrieb,20090401
DE14391,AHSF,Hamburg Hasselbrook,Hasselbrook,Hp,Betrieb,20200401
DE14615,AHSG,Hasselburg,Hasselburg,Bf,Betrieb,20200401
DE14399,AHSH,Hamburg Holstenstraße H,Holstenstr H,Abzw,Betrieb,20201001
DE21749,AHSM,Hamburg Stellmoor             (Fernbahn),Stellmoor Fernb,Üst,Planung,20200401
DE14398,AHSO,Hamburg Holstenstraße D,Holstenstr D,Abzw,Betrieb,20201001
DE14397,AHST,Hamburg Holstenstraße,Holstenstr,Hp,Betrieb,20201001
DE30030,AHTB,Hüttenbusch,Hüttenbusch,NE-Bf,Betrieb,20081214
DE30008,AHWA,Heinschenwalde,Heinschenwalde,NE-Bf,Betrieb,20081214
DE60710,AHWH,Herwigshof,Herwigshof,NE-Bf,a.B.,20240401
DE15031,AHWT,Hohenwestedt,Hohenwestedt,Bf,Betrieb,20081214
DE25883,AHX,Hamburg Hbf ESTW-ZE,Hamburg Hbf ZE,TSO,Planung,20250801
DE25883,AHX,Hamburg Hbf ESTW-ZE,Hamburg Hbf ZE,TSO,Betrieb,20331211
DE14938,AHZ,Hitzacker,Hitzacker,Hp Bk,Betrieb,20220501
DE14858,AHZH,Herzhorn,Herzhorn,Hp,Betrieb,20200401
DE14457,AIS,Hamburg-Iserbrook,Iserbrook,Hp,Betrieb,20201001
DE15253,AIZ,Itzehoe,Itzehoe,Bf,Betrieb,20200401
DE25622,AIZE,Itzehoe Graf-Egbert-Ring,IZ Graf-Egbert,Hp,Planung,20240701
,AIZQ,Itzehoe Bedienstandort,Itzehoe BSO,BSO,Planung,20200401
,AIZQ,Itzehoe Bedienstandort,Itzehoe BSO,BSO,Studie,20251101
DE24937,AIZX,Itzehoe ESTW-Z,Itzehoe ESTW,BZ,Betrieb,20200401
DE15308,AJ,Jübek,Jübek,Bf,Betrieb,20081214
,AJA,Jameln (Kr Dannenberg),Jameln,NE-Hp,ehemals,20251001
DE15289,AJF,Jesteburg,Jesteburg,Üst,Betrieb,20200401
DE15271,AJHH,Jarrenwisch,Jarrenwisch,Hp,Betrieb,20081214
DE14400,AJUS,Hamburg Jungfernstieg,Jungfernstieg,Hp,Betrieb,20201001
DE25623,AJW,Jübek West,Jübek West,Abzw,Planung,20240701
DE15496,AK,Kiel Hbf,Kiel Hbf,Bf,Betrieb,20200401
,AK  K,Kiel Hbf Kaistraße,Kiel Hbf Kaistr,Bush,Betrieb,20120128
DE15497,AK  O,Kiel Hbf (Ko),Kiel Hbf (Ko),Bft,Betrieb,20081214
,AK  Z,Kiel Hbf ZOB,Kiel Hbf ZOB,Bush,Betrieb,19990101
DE15442,AKAD,Katharinenheerd,Katharinenheerd,Hp,Betrieb,20081214
,AKADA,Katharinenheerd Abzw. Bahnhof,Katharinenh Abzw,Bush,Betrieb,20200220
DE15410,AKAR,Karwitz (Kr Dannenberg),Karwitz/Kr Danbg,Anst,a.B.,20200401
DE15569,AKC,Klecken,Klecken,Hp,Betrieb,20200401
DE15594,AKD,Kleinkummerfeld,Kleinkummerfeld,Bf,a.B.,20080509
DE15502,AKE,Kiel-Elmschenhagen,Kiel-Elmschenhgn,Bf,Betrieb,20200401
DE61824,AKEL,Kiel-Ellerbek,Kiel-Ellerbek,NE-Hp,Betrieb,20161211
DE15505,AKEW,Kiel-Wellsee,Kiel-Wellsee,Awanst,Betrieb,20081214
DE24936,AKFX,Kiel - Flensburg ESTW-R Bedienplatz,Kiel - Fl ESTW,BZ,Betrieb,20171210
DE61382,AKGA,Kiel-Gaarden,Kiel-Gaarden,NE-Hp,Betrieb,20240501
DE62011,AKGB,Kiel-Gaarden Bk,K-Gaarden Bk,NE-Bk,Betrieb,20171210
DE62010,AKGG,Kiel-Gaarden BZ-Grenze,K-Gaarden BZ-Gr,NE-Gp,Betrieb,20171210
DE15503,AKH,Kiel-Hassee Cittipark,K-Hassee Cittip,Bf,Betrieb,20081214
,AKH A,Kiel-Hassee Altenrade,Kiel-H Altenrade,Bush,,20230214
,AKH S,Kiel-Hassee Stadtrade,Kiel-H Stadtrade,Bush,,20230210
DE60322,AKHB,Karlshöfen (Bz Bremen),Karlshöfen/Brm,NE-Hp Anst,Betrieb,20081214
DE15885,AKHD,Kremperheide,Kremperheide,Hp,Betrieb,20200401
DE15499,AKHG,Kiel Hgbf,Kiel Hgbf,Bf,a.B.,20200401
DE61306,AKHW,Kiel Howaldtswerke,Kiel How.-werke,NE-Anst,a.B.,20241001
DE15467,AKI,Keitum,Keitum,Bf,Betrieb,20200401
,AKI B,Keitum Bahnhof,Keitum Bf,Bush,Betrieb,20050223
,AKIM,Keitum Schnittis Eck,Keitum Schnitt E,Bush,Betrieb,20070907
,AKIMK,Keitum Kirche,Keitum Kirche,Bush,Betrieb,19990101
,AKIMO,Keitum Ost,Keitum Ost,Bush,Betrieb,19990101
,AKIMW,Keitum Parkplatz West,Keitum Ppl West,Bush,Betrieb,20070907
DE24935,AKLT,Klötzin,Klötzin,Üst,Planung,20201001
DE24934,AKLX,Kiel ESTW-UZ,Kiel ESTW,BZ,Betrieb,20200401
DE15884,AKM,Krempe,Krempe,Hp,Betrieb,20200401
DE61307,AKMA,Kiel Marinearsenal,Kiel M.-arsenal,NE-Anst,a.B.,20241001
DE30045,AKML,Kuhmühlen,Kuhmühlen,NE-Bf,Betrieb,20081214
DE62014,AKNG,Kiel Seehafen/AKN Grenze,Kiel Sh/AKN Gr,NE-Gp,Betrieb,20181209
DE61308,AKNH,Kiel Nordhafen,Kiel Nordhafen,NE-Bf,Betrieb,20241001
DE60318,AKNK,Kiel Norwegenkai KV,Kiel Norwegenkai,NE-Anst,Betrieb,20241001
,AKNKO,Kiel Norwegenkai (Ostufer),Kiel Norwkai Ost,Slst,Betrieb,19991026
DE61142,AKOH,Kiel Ostuferhafen,Kiel Ostuferhf,NE-Bf,Betrieb,20241001
,AKPM,Kampen (Sylt) Mitte,Kampen(Sylt)Mitt,Bush,Betrieb,19990101
,AKPMD,Kampen (Sylt) Dikstieg,Kampen(Sylt)Diks,Bush,Betrieb,19990101
,AKPMK,Kampen (Sylt) Klappholttal,Klappholttal,Bush,Betrieb,20010922
,AKPMS,Kampen (Sylt) Süd,Kampen(Sylt)Süd,Bush,Betrieb,19990101
DE60401,AKPP,Kappeln (Schlei),Kappeln (Schlei),NE-Bf,Betrieb,20090401
,AKQ,Kiel-Hassee Bedienstandort,Kiel-Hassee BSO,BSO,Planung,20200401
,AKQ,Kiel-Hassee Bedienstandort,Kiel-Hassee BSO,BSO,Studie,20251101
DE15917,AKRH,Kronshagen,Kronshagen,Hp,Betrieb,20141214
DE15935,AKRS,Krupunder,Krupunder,Hp,Betrieb,20201001
DE15504,AKRU,Kiel-Russee,Kiel-Russee,Hp,Betrieb,20141214
DE14402,AKS,Hamburg Königstraße,Königstraße,Hp,Betrieb,20201001
DE61966,AKSA,Kiel Süd (Ss),Kiel Süd (Ss),NE-Abzw,Betrieb,20141214
DE61309,AKSC,Kiel Scheerhafen,Kiel Scheerhafen,NE-Bf,Betrieb,20241001
DE15500,AKSG,Kiel Süd DB-Grenze,Kiel Süd DB-Gr,Gp,Betrieb,20141214
DE61952,AKSL,Kiel Schulen am Langsee,Kiel S a Langsee,NE-Hp,Betrieb,20130904
,AKSM,Kiel Seefischmarkt,K Seefischmarkt,NE-Bf,ehemals,20251001
DE15498,AKSS,Kiel Hbf (Ss),Kiel Hbf (Ss),Abzw,Betrieb,20081214
DE61088,AKSU,Kiel Süd,Kiel Süd,NE-Bf,Betrieb,20081214
DE24933,AKSX,Kiel-Bad Schwartau Strecke ESTW-Z,Kiel-Schwar ESTW,BZ,Betrieb,20110812
DE30012,AKTH,Kutenholz,Kutenholz,NE-Bf,Betrieb,20081214
DE60741,AKTK,Kaltenkirchen (Holst),Kaltenk (Holst),NE-Bf,Betrieb,20210716
DE61557,AKTKD,Kaltenkirchen dodenhof,dodenhof,NE-Bft,Betrieb,20120701
DE60402,AKTKH,Kaltenkirchen Holstentherme,Holstentherme,NE-Hp,Betrieb,20081214
DE60403,AKTKS,Kaltenkirchen Süd,Kaltenk Süd,NE-Bft,Betrieb,20120701
DE15443,AKTO,Kating,Kating,Hp,Betrieb,20081214
,AKTOH,Kotzenbüll Hochbohm,Kotzenb Hochbohm,Bush,,20230627
,AKTOK,Kating Kreuzung,Kating Kreuzung,Bush,,20230627
DE15939,AKUD,Kudensee,Kudensee,Awanst,Betrieb,20081214
DE25758,AKUO,Kupfermühle Ost,Kupfermühle Ost,Üst,Planung,20250101
DE25758,AKUO,Kupfermühle Ost,Kupfermühle Ost,Üst,Betrieb,20271212
DE15970,AKUP,Kupfermühle,Kupfermühle,Hp,Betrieb,20200401
DE24932,AKVI,Kiel VST Test- und Integrationssystem 1,Kiel VST TIS1,BZ,Betrieb,20200401
DE24931,AKVS,Kiel VST Test- und Integrationssystem 3,Kiel VST TIS3,BZ,Betrieb,20200401
DE24930,AKVU,Kiel VST Test- und Integrationssystem 2,Kiel VST TIS2,BZ,Betrieb,20200401
,AKWA,Kiel Wiener Allee,Kiel Wien Allee,Bush,Betrieb,20140114
DE60749,AKWK,Kiel-Wik,Kiel-Wik,NE-Bf,Betrieb,20241001
,AKWKW,Kiel-Wik Werk,Kiel-Wik Werk,NE-Werk,Betrieb,20230509
DE14403,AKWS,Hamburg Kornweg (Klein Borstel),Kornweg,Hp,Betrieb,20201001
DE15563,AKX,Klanxbüll,Klanxbüll,Bf,Betrieb,20200401
DE16559,AL,Lübeck Hbf,Lübeck Hbf,Bf,Betrieb,20200401
,AL  L,Lübeck Lindenarcaden,Lübeck Lindenarc,Bush,,20230725
,AL  Z,Lübeck ZOB/Hbf,Lübeck ZOB/Hbf,Bush,Betrieb,20140730
DE14461,ALA,Hamburg-Langenfelde Bbf,Hmb-Langenfd Bbf,Bft,Betrieb,20240316
DE14460,ALAA,Hamburg-Langenfelde Abzw,Hmb-Langenf Abzw,Bft Abzw,Betrieb,20200401
DE25903,ALAD,Landscheide,Landscheide,Bf,Planung,20251101
DE25903,ALAD,Landscheide,Landscheide,Bf,Betrieb,20351209
,ALAG,Hamburg-Langenfelde Gbf,Hmb-Langenf Gbf,NE-Bf,a.B.,20251001
DE61374,ALAL,Langeln (Holst),Langeln(Holst),NE-Hp,Betrieb,20090401
DE14405,ALAN,Hamburg Landwehr,Landwehr,Hp,Betrieb,20201001
,ALAQ,Hamburg-Langenfelde Bedienstandort,Hmb-Langenf BSO,BSO,Planung,20240613
,ALAQ,Hamburg-Langenfelde Bedienstandort,Hmb-Langenf BSO,BSO,Betrieb,20280101
DE14404,ALAS,Hamburg Landungsbrücken,Landungsbrücken,Bf,Betrieb,20201001
,ALASK,Hamburg Landungsbr Brücke 7 Katamaran,Hmb Landbr 7 Kat,Slst,Betrieb,19991026
DE16115,ALAU,Lauenburg (Elbe),Lauenburg (Elbe),Bf,Betrieb,20081214
DE25585,ALAXT,Hamburg-Langenfelde Technikstandort,Hmb-Langenf TSO,TSO,Planung,20280101
DE16557,ALB,Lübeck Flughafen,Lübeck Flughafen,Hp,Betrieb,20081220
DE16598,ALBG,Lüneburg,Lüneburg,Bf,Betrieb,20200401
,ALBGA,Lüneburg AVL,Lüneburg AVL,Museum,Betrieb,20000414
,ALBGB,Lüneburg Busbf,Lüneburg Busbf,Bush,Betrieb,19990101
DE16599,ALBGG,Lüneburg Gbf,Lüneburg Gbf,Bft,Betrieb,20081214
DE16600,ALBGN,Lüneburg Nordkopf,Lüneburg Nordk,Bft,Betrieb,20081214
DE16601,ALBGW,Lüneburg-Westseite,Lüneburg Wests,Bft,a.B.,20190116
,ALBQ,Lüneburg Bedienstandort,Lüneburg BSO,BSO,Planung,20200401
DE24929,ALBX,Lübeck - Büchen Strecke ESTW-Z,Lüb-Büchen ESTW,BZ,Betrieb,20230101
,ALCH,Lüchow,Lüchow,NE-Bf,ehemals,20251001
DE16570,ALD,Lübeck-Dänischburg,Lübeck-Dänischbg,Bf,Betrieb,20200401
DE16571,ALD A,Lübeck-Dänischburg IKEA Abzw,Lübeck IKEA Abzw,Bft Abzw,Betrieb,20141214
,ALD B,Lübeck-Dänischburg Grenzweg Bus,Lübeck-Dän Bus,Bush,Betrieb,20150410
DE16572,ALD G,Lübeck-Dänischburg Gbf,L-Dänischbg Gbf,Bft,Betrieb,20141214
DE16285,ALE,Leitstade,Leitstade,Hp,Betrieb,20081214
,ALF,List (Sylt) Fähre (Hafen),List(Sylt)Fähre,Bush,Betrieb,19990101
DE60779,ALFD,Lentföhrden,Lentföhrden,NE-Bf,Betrieb,20081214
DE16064,ALG,Langenhorn (Schlesw),Langenhorn/Schl,Hp Bk,Betrieb,20200401
DE60772,ALGB,Schönkirchen Landgraben,Landgraben,NE-Bf,a.B.,20090124
DE15989,ALGD,Lägerdorf,Lägerdorf,Anst,ehemals,20200401
DE16573,ALGE,Lübeck-Genin,Lübeck-Genin,Awanst,ehemals,20200401
DE60773,ALGM,Elmshorn Langenmoor,Langenmoor,NE-Hp,Betrieb,20090401
DE24928,ALGX,Lüneburg ESTW-UZ,Lüneburg ESTW,BZ,Planung,20200401
DE25828,ALGXX,Lüneburg ESTW-ZE,Lüneburg ZE,TSO,Planung,20250701
DE25828,ALGXX,Lüneburg ESTW-ZE,Lüneburg ZE,TSO,Betrieb,20290101
DE16403,ALH,Lindholm,Lindholm,Bf,Betrieb,20230101
DE16558,ALHA,Lübeck Hafen,Lübeck Hafen,NE-Bf,Betrieb,20250401
DE16178,ALHG,Lehnshallig,Lehnshallig,Bf,Betrieb,20200401
DE16562,ALHS,Lübeck Hochschulstadtteil,L Hochschulstadt,Hp,Betrieb,20131215
,ALHSA,Lübeck Alexander-Fleming-Straße,Lübeck A-Fleming,Bush,Betrieb,20160701
DE25259,ALIN,Lindaunis,Lindaunis,Hp,Betrieb,20211001
,ALIS,List (Sylt),List (Sylt),Slst,Betrieb,19990101
,ALISA,List (Sylt) Alte Bahnhofstraße,List(Sylt)A Bfst,Bush,Betrieb,19990101
,ALISB,List (Sylt) Am Brünk,List(Sylt)A Brü,Bush,Betrieb,20021109
,ALISD,List (Sylt) Dünenstraße,List(Sylt)Dünen,Bush,Betrieb,20020215
,ALISG,List (Sylt) Mövengrund,List(Sylt)Möveng,Bush,Betrieb,19990101
,ALISH,List (Sylt) Süderhörn,List(Sylt)Süderh,Bush,Betrieb,19990101
,ALISJ,List (Sylt) Mövenberg DJH,List Mövenbg DJH,Bush,Betrieb,20050217
,ALISM,List (Sylt) Mellhörn,List(Sylt)Mellhö,Bush,Betrieb,19990101
,ALISS,List (Sylt) Schule,List(Sylt)Schule,Bush,Betrieb,19990101
,ALISW,List (Sylt) Weststrand,List Weststrand,Bush,Betrieb,20050217
DE25560,ALIV,Lübeck-Ivendorf,Lübeck-Ivendorf,Bf,Planung,20240215
DE16611,ALJ,Lütjenburg,Lütjenburg,Bf,a.B.,20040313
,ALJK,Lütjenkamp,Lütjenkamp,Museum,Betrieb,20000414
DE16564,ALKG,Lübeck Konstinbahnhof Grenze,L-Konstinbf DBGr,Gp,Betrieb,20200401
DE16575,ALKN,Lübeck-Kücknitz,Lübeck-Kücknitz,Abzw,Betrieb,20200401
DE25441,ALKO,Lübeck Konstinbahnhof,Lübeck Konstinbf,Bf,Betrieb,20200401
DE16576,ALKR,Lübeck-Kücknitz Roter Hahn,L-Kückn Roter H,Hp,Betrieb,20200401
DE25135,ALMO,Lübeck-Moisling,Lübeck-Moisling,Hp,Betrieb,20231201
,ALMOO,Lübeck Oberbüssauer Weg,Lübeck Oberb Weg,Bush,,20231213
DE25757,ALMW,Lübeck-Moisling West,Moisling West,Üst,Planung,20250101
DE25757,ALMW,Lübeck-Moisling West,Moisling West,Üst,Betrieb,20271212
DE16577,ALN,Lübeck-Niendorf,Lübeck-Niendorf,Bf,a.B.,20200401
DE25852,ALNFX,Lübeck Nord - Fehmarn ESTW-Z,Lüb Fehmarn ESTW,BZ,Planung,20251015
DE25852,ALNFX,Lübeck Nord - Fehmarn ESTW-Z,Lüb Fehmarn ESTW,BZ,Betrieb,20291209
DE24966,ALNX,Lüneburg Nord ESTW-UZ,Lünebg Nord ESTW,BZ,Betrieb,20200401
DE14462,ALOF,Hamburg-Lokstedt,Hamburg-Lokstedt,Bf,Betrieb,20200401
DE16494,ALOT,Lottorf,Lottorf,Üst,a.B.,20200401
,ALQ,Lübeck Bedienstandort,Lübeck BSO,BSO,Planung,20200401
DE16560,ALR,Lübeck Hgbf,Lübeck Hgbf,Bf,Betrieb,20200401
DE16561,ALRA,Lübeck Hgbf Abzw,Lübeck Hgbf Abzw,Bft Abzw,Betrieb,20200401
DE16556,ALRD,Lübeck Duve,Duve,Anst,ehemals,20251001
DE16565,ALRT,Lübeck Schlutuper Tannen,Schlutuper Tann,Anst,Betrieb,20200401
DE16306,ALS,Lensahn,Lensahn,Bf,Betrieb,20200401
,ALS D,Lensahn Dieselstraße,Lensahn Dieselst,Bush,,20230113
,ALS K,Lensahn Kirche,Lensahn Kirche,Bush,,20220820
DE16578,ALSC,Lübeck-Schlutup,Lübeck-Schlutup,Bf,Betrieb,20200401
DE24965,ALSH,Lensahn FBQ,Lensahn FBQ,Hp,Planung,20201001
DE16569,ALSJ,Lübeck St Jürgen,Lübeck St Jürgen,Hp,Betrieb,20200401
,ALSJF,Lübeck Fahlenkampsweg,Lübeck Fahlkmpsw,Bush,,20251031
DE16566,ALSK,Lübeck Skandinavienkai,Lüb Skand-kai,Bf,Betrieb,20200401
DE14459,ALST,Hamburg-Langenfelde             (S-Bahn),Langenfelde,Hp,Betrieb,20201001
DE16581,ALTG,Lübeck-Travemünde Skandinavienkai Grenze,L-Tra Skan DB-Gr,Gp,Betrieb,20200401
DE16579,ALTH,Lübeck-Travemünde Hafen,Lüb-Trav Hafen,Hp,Betrieb,20200401
DE16580,ALTK,Lübeck-Travemünde Skandinavienkai,Lüb-Trav Skankai,Hp,Betrieb,20200401
DE16582,ALTS,Lübeck-Travemünde Strand,Lüb-Trav Strand,Hp,Betrieb,20200401
DE16623,ALU,Lunden,Lunden,Hp,Betrieb,20200401
DE16114,ALUB,Lauenbrück,Lauenbrück,Bf,Betrieb,20200401
DE24964,ALX,Lübeck ESTW-UZ,Lübeck ESTW,BZ,Betrieb,20200401
DE16857,AM,Maschen Rbf,Maschen Rbf,Bf,Betrieb,20200401
,AM  D,Maschen Rbf vorverfügte Leerwagen,Maschen Dispo,Emst,Betrieb,20040205
DE16859,AM  N,Maschen Rbf (Mnwf),Maschen Rbf Mnwf,Bft,Betrieb,20081214
DE16858,AM  O,Maschen Rbf (Mnof),Maschen Rbf Mnof,Bft,Betrieb,20081214
DE16860,AM  S,Maschen Rbf (Msof),Maschen Rbf Msof,Bft,Betrieb,20081214
DE16861,AM  W,Maschen Rbf (Mswf),Maschen Rbf Mswf,Bft,Betrieb,20081214
DE16856,AMA,Maschen Pbf,Maschen Pbf,Bf,Betrieb,20200401
DE10489,AMAG,Bad Malente-Gremsmühlen,B Malente-Gremsm,Hp Üst,Betrieb,20081214
,AMAGB,Malente Gremsmühl Frahms/Mühlenbg Klinik,Malente Frahms/M,Bush,,20220806
DE16840,AMAR,Marne,Marne,Bf,a.B.,20200401
DE60329,AMBH,Norderstedt Moorbekhalle,Moorbekhalle,NE-Hp,Betrieb,20081214
DE16895,AMD,Meckelfeld,Meckelfeld,Bft Abzw,Betrieb,20200401
DE16896,AMDH,Meckelfeld                            Hp,Meckelfeld Hp,Hp,Betrieb,20200401
DE25029,AMDN,Bft Meckelfeld Nord Abzw,Meckelfeld Nord,Bft Abzw,Planung,20230331
DE16958,AME,Melsdorf,Melsdorf,Hp,Betrieb,20141214
DE16948,AMF,Meldorf Hp,Meldorf Hp,Hp,Betrieb,20200401
DE16947,AMFU,Meldorf,Meldorf,Üst,Betrieb,20200401
DE61134,AMH,Mulmshorn,Mulmshorn,NE-Bf,Betrieb,20081214
,AMKT,Möskental,Möskental,Bush,Betrieb,19990101
DE14406,AML,Hamburg Mittlerer Landweg,Mittl Landweg,Hp,Betrieb,20201001
DE17106,AMLI,Mölln (Lauenburg) Industriegleis,Mölln(Laubg)Ind,Awanst,ehemals,20251001
DE17105,AMLN,Mölln (Lauenburg),Mölln (Lauenb),Bf,Betrieb,20081214
DE17135,AMM,Morsum (Sylt),Morsum (Sylt),Bf,Betrieb,20200401
,AMM B,Morsum (Sylt) Bahnhof,Morsum (Sylt) Bf,Bush,Betrieb,20010921
,AMM K,Morsum Kliff,Morsum Kliff,Bush,Betrieb,20030917
,AMMH,Munkmarsch Hafen,Munkmarsch Hafen,Bush,Betrieb,19990101
,AMMHM,Munkmarsch Mitte,Munkmarsch Mitte,Bush,Betrieb,19990101
,AMML,Morsum (Sylt) Kleinmorsum,Morsum(Sylt)Klm,Bush,Betrieb,20050211
,AMMLS,Morsum (Sylt) Skellinghörn,Morsum(Sylt)Skel,Bush,Betrieb,19990101
DE60682,AMOO,Hamburg-Moorfleet,Hmb-Moorfleet,NE-Bf,Betrieb,20081214
DE16924,AMR,Meimersdorf,Meimersdorf,vp-Bf Abzw,Betrieb,20241001
DE16925,AMRO,Meimersdorf Ost,Meimersdorf Ost,Bft Abzw,Betrieb,20200401
DE30052,AMS,Mulsum-Essel,Mulsum-Essel,NE-Bf,Betrieb,20081214
DE60799,AMSB,Maasbüll (b Niebüll),Maasbüll,NE-Hp,Betrieb,20081214
DE25621,AMSR,Mildstedt Rosendahl,Mildstedt Ros,Hp,Planung,20240701
DE60818,AMSS,Meeschensee,Meeschensee,NE-Hp,Betrieb,20221201
DE17354,AMUE,Müssen,Müssen,Hp,Betrieb,20200401
DE25829,AMX,Maschen ESTW-ZE,Maschen ZE,TSO,Planung,20250701
DE25829,AMX,Maschen ESTW-ZE,Maschen ZE,TSO,Betrieb,20300101
DE25722,AMXTT,Maschen Technikstandort,Maschen TSO,TSO,Planung,20241201
DE25722,AMXTT,Maschen Technikstandort,Maschen TSO,TSO,Betrieb,20290101
DE17573,AN,Neumünster,Neumünster,Bf,Betrieb,20200401
,AN  F,Neumünster Friedrichstraße,Neumnst Frdrchst,Bush,,20250416
